initialize start
initialize done
[GIN] 2017/10/17 - 17:12:37 | 302 |     126.629µs |     127.1.2.231 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     114.857µs |    127.1.12.122 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     136.715µs |    127.1.10.193 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     279.275µs |     127.1.2.231 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     232.127µs |     127.1.9.225 | GET      /mypage
[GIN] 2017/10/17 - 17:12:37 | 200 |     247.049µs |    127.1.13.198 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     228.971µs |      127.1.8.86 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     231.205µs |      127.1.2.47 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |      138.77µs |     127.1.7.190 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     237.529µs |    127.1.14.242 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     210.825µs |     127.1.4.240 | GET      /mypage
[GIN] 2017/10/17 - 17:12:37 | 302 |     170.602µs |    127.1.15.212 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     109.388µs |      127.1.0.24 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     122.788µs |     127.1.6.186 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     106.694µs |     127.1.5.191 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     274.318µs |    127.1.12.122 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     285.803µs |    127.1.10.193 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     289.802µs |     127.1.7.190 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |      126.27µs |    127.1.11.100 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     256.546µs |      127.1.0.24 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     196.595µs |     127.1.6.186 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     143.109µs |    127.1.15.212 | GET      /
